3194,20204,1,9,25,8.2,0.707106781,0.37113481,-0.572781697,-0.720230263,0.143270883,0.808680726,0.344912987
3194,20204,1,7,25,10.73,0.707106781,-0.081649658,-0.78002849,0.18569707,0.760323114,-0.287095137,-0.723349342
3194,20204,1,8,25,6.67,0.707106781,0.133608531,-0.762344127,-0.300063493,0.702139067,0.45334568,-0.604654038
3194,20204,1,6,25,20.68,0.707106781,-0.274639759,-0.671308861,0.576540291,0.418949954,-0.765136085,-0.077637618
1362,20201,1,8,26,16.42,0.707106781,0.111340443,-0.77096852,-0.25159905,0.730385619,0.384448611,-0.661855272
1362,20201,1,11,26,10.97,0.707106781,1.024332074,0.868450303,0.38923357,-0.227886254,-0.769624887,-1.054657048
1362,20201,1,5,26,5.12,0.707106781,-0.571547607,-0.274064064,0.834251017,-0.496755608,-0.375316646,0.846598729
1362,20201,1,9,26,17.12,0.707106781,0.326598632,-0.621914606,-0.659640339,0.276740643,0.808377521,0.152467692
1362,20201,1,10,26,16.5,0.707106781,0.534434126,-0.338964804,-0.835927303,-0.382737857,0.505960823,0.823357971
1362,20201,1,11,26,11.94,0.707106781,0.801651189,0.22554096,-0.525237615,-0.909137104,-0.657441294,0.052882167
1362,20201,1,6,26,4.15,0.707106781,-0.356289417,-0.589856254,0.701216393,0.188750856,-0.812485221,0.282032516
1362,20201,1,4,26,7.8,0.707106781,-0.764537708,0.133634544,0.614059941,-0.895098707,0.49610365,0.279255443
1363,20204,1,8,24,10.72,0.707106781,0.089072354,-0.778024843,-0.202291259,0.753678995,0.311944939,-0.709625197
1363,20204,1,9,24,10.39,0.707106781,0.326598632,-0.621914606,-0.659640339,0.276740643,0.808377521,0.152467692
1363,20204,1,10,24,9.1,0.707106781,0.556702214,-0.30054705,-0.836320866,-0.451908896,0.429939973,0.842100773
1363,20204,1,6,24,9.19,0.707106781,-0.319175936,-0.629493619,0.648543535,0.298038231,-0.804956358,0.11959588
1365,20204,1,2,36,15,0.707106781,-1.09113634,1.091900501,-0.807197222,0.328294209,0.227471775,-0.732704
1365,20204,1,6,36,28.47,0.707106781,-0.178144709,-0.740391125,0.393787653,0.631346286,-0.577654903,-0.464859278
1365,20204,1,5,36,27.5,0.707106781,-0.445361771,-0.476955102,0.795559009,-0.094123539,-0.729718441,0.623127066
1365,20204,1,3,36,26.09,0.707106781,-0.831341973,0.302202237,0.442073015,-0.89952563,0.771718695,-0.143109806
1365,20204,1,10,36,20.58,0.707106781,0.734846923,0.063245553,-0.67349833,-0.8654987,-0.357972531,0.438760431
1366,20214,1,6,36,8.91,0.707106781,-0.15587662,-0.752151662,0.347515917,0.669073217,-0.517963264,-0.53871834
